dataset,object_id,object_category,part_id,part_category
real,20211124T183806-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211124T183806-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211124T184125-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,1,door
real,20211124T184125-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,2,door
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,7,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,8,drawer
real,20211124T184326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,9,drawer
real,20211124T184503-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,1,door
real,20211124T184503-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,2,door
real,20211124T184816-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,TrashCan,1,lid
real,20211124T185119-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,WashingMachine,1,door
real,20211124T185254-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211124T185254-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211124T185509-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211124T185509-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211124T185509-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211124T185509-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211124T185826-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Oven,1,door
real,20211124T185948-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Oven,1,door
real,20211124T190148-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Microwave,1,door
real,20211124T190440-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,1,door
real,20211124T190440-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,2,door
real,20211124T190721-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Microwave,1,door
real,20211124T190843-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Refrigerator,1,door
real,20211124T191150-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T191150-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,2,drawer
real,20211124T191150-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,3,drawer
real,20211124T191150-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,4,drawer
real,20211124T191150-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,5,drawer
real,20211124T191620-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T191620-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,2,drawer
real,20211124T191620-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,3,drawer
real,20211124T191620-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,5,drawer
real,20211124T194135-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T194135-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,2,drawer
real,20211124T194135-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,3,drawer
real,20211124T194519-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T194716-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T194716-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,2,drawer
real,20211124T195107-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211124T195107-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211124T195808-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211124T195808-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211124T195808-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211124T195808-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211124T195808-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211124T195808-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211124T200119-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T201232-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211124T201232-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211124T201232-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211124T201705-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211124T201705-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,2,drawer
real,20211126T121324-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T121528-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T121528-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T121528-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T121528-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T121528-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T121528-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T122402-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T122402-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T122402-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T122402-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T122402-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T122402-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T123027-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T123027-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T123759-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T123759-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T123759-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T123759-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T124326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T124326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T124326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T124326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T124326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T124326-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T134908-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T134908-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T134908-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,7,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,8,drawer
real,20211126T135616-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,9,drawer
real,20211126T140600-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T140600-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T141003-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T141003-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T141003-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T141532-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,Table,1,drawer
real,20211126T142301-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T142656-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T142656-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T143251-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T143601-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T143910-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T144207-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T144617-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T144835-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T144835-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T145505-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T145726-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T145726-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T145726-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T150226-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T150226-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T151019-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T151019-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T151404-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T151658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T151953-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T151953-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T151953-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T152538-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T152538-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T152935-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T152935-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T152935-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T152935-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T152935-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T152935-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T153751-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T153751-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T153751-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T153751-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T153751-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T153751-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T154240-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T154240-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T154240-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T154240-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T154240-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T154240-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,7,drawer
real,20211126T154658-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,8,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,7,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,8,drawer
real,20211126T155105-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,9,drawer
real,20211126T155452-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T155452-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T155452-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T155452-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T155921-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T155921-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T155921-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T155921-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T155921-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T160159-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T160159-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T164016-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T164016-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,7,door
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,8,door
real,20211126T164517-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,9,door
real,20211126T165203-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T165203-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T165203-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T165643-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T165643-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T165643-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T170251-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T170251-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T170750-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T170750-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T170750-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T171456-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T171456-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T171456-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T171456-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,door
real,20211126T171745-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T171745-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T171745-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T172226-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T172226-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T172358-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T172358-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T172358-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T172752-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T173014-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T173014-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T173014-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T173014-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,door
real,20211126T173014-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,door
real,20211126T173512-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T173512-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T173512-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T175901-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T175901-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T175901-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,door
real,20211126T175901-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,door
real,20211126T180342-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T180342-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T180342-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T180342-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T180342-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T181032-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T181231-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T181231-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T181231-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T181231-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T182407-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T182407-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T182713-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T182713-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T182713-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T182713-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T182713-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,5,drawer
real,20211126T182713-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,6,drawer
real,20211126T183015-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T183015-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T183015-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T183347-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T183347-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T184747-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T184747-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T185527-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T185527-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T185845-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T185845-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T190318-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211126T190318-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,drawer
real,20211126T190318-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,3,drawer
real,20211126T190318-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,4,drawer
real,20211126T190719-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T190958-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T190958-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T191222-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T191222-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,2,door
real,20211126T191501-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,door
real,20211126T191704-0800_CDD0B466-AC78-4423-9D7F-56650BF4D62B,StorageFurniture,1,drawer
real,20211203T104325-0800_DAD374BE-FC3B-4349-83A7-D619BD00E65C,StorageFurniture,1,door
real,20211203T104325-0800_DAD374BE-FC3B-4349-83A7-D619BD00E65C,StorageFurniture,2,door
real,20211203T105108-0800_DAD374BE-FC3B-4349-83A7-D619BD00E65C,StorageFurniture,1,drawer
